,mae_gen_mean,mae_gen_std,mae_ppcon_mean,mae_ppcon_std,mae_gen_median,mae_ppcon_median,mae_gen_IQR,mae_ppcon_IQR
0,0.00013566358,0.00014192927,0.00013634736,0.000143914,0.00010174859,9.867342e-05,7.019149e-05,7.192563e-05
