,mae_gen_mean,mae_gen_std,mae_ppcon_mean,mae_ppcon_std,mae_gen_median,mae_ppcon_median,mae_gen_IQR,mae_ppcon_IQR
0,0.23886044,0.34045812,0.25010663,0.35228866,0.1681326,0.17575362,0.11476054,0.1354588
