,mae_gen_mean,mae_gen_std,mae_ppcon_mean,mae_ppcon_std,mae_gen_median,mae_ppcon_median,mae_gen_IQR,mae_ppcon_IQR
0,0.04165096,0.043947525,0.047592867,0.049305603,0.0298887,0.033771064,0.026514314,0.03098287
